uuid,sentence,label
E8239900001823016,十分钟后给我发发,确定联系意愿
E8239900001825010,定位也发一个吧？,咨询地址
E8239900001827020,如果你是医生的话，应该知道是什么原因引起的,咨询病因
E8239900001858022,我就在成都,无
E8239900001876001,取环要多少钱？,咨询价格
E8239900001876004,加开药那些,无
E8239900001888005,带小孩有什么风险？,咨询危害
E8239900001924005,用排卵试纸,描述就诊史
E8239900001933015,还没看到医生,无
E8239900001941009,可是我们这里离成都太远了,无
E8239900001952002,月经过了通水后多久能怀孕呢？,咨询恢复期
E8239900001952014,通水之间要隔一个月是不是呢,咨询恢复期
E8239900001957001,生完宝宝一定要上坏,无
E8239900001974014,我这种会出现什么情况呢,咨询危害
E8239900001982031,手机号就是,确定联系意愿
E8239900001984003,5点几,无
E8239900002003001,宫腔镜取环好多钱,咨询价格
E8239900002025016,还是打针,咨询治疗方式
E8239900002040009,不痛应该是不可能的    就是不想住院   有什么解决办法吗？,咨询治疗方式
E8239900002046021,我现在着急找钱。你大概给我说，然后我去找钱。,咨询价格
E8239900002055020,哪里去找,无
E8239900002070010,你添加我的微信，我发给你看看,确定联系意愿
E8239900002121019,我是否可以换方案,咨询治疗方式
E8239900002201029,后天去预约医院检查看看,确定预约时间
E8239900002216001,我没有过性生活，可是却得了霉菌性阴炎，会是什么原因造成,咨询病因
E8239900002226006,那你从微信上发过来吧。,确定联系意愿
E8239900002237013,手术风险大不,咨询副作用
E8239900002249017,好的，B超呢？,咨询检查方式
E8239900002258001,男人精子100/畸形能医好吗,咨询疗效
E8239900002291001,一般备孕吃什么好,咨询食疗
E8239900002311004,会不会是结石之类的,咨询项目介绍
E8239900002379004,你好，大宝都快十一岁了，2012年做过一次人流。之后也没有采取避孕，至现在一直没有怀上。去年去医院查了，说我激素抗精。请问怎么调理呢？,咨询治疗方式
E8239900002380001,什么叫结扎,咨询手术
E8239900002384001,请问腺腺症是什么疾病,咨询项目介绍
E8239900002387011,是得了什么病吗？,咨询项目介绍
E8239900002392021,精液稀薄我该怎么办？,咨询治疗方式
E8239900002405006,原因是，发育不好导致胎儿不稳定,描述症状
E8239900002408023,还有办法恢复吗？,咨询治疗方式
E8239900002421001,夫妻注意什么,咨询注意事项
E8239900002426003,做试管婴儿对省体有哪些要求,咨询术前准备
E8239900002450003,会失效吗,咨询疗效
E8239900002470004,要怎么做,咨询治疗方式
E8239900002483013,做复通手术最多要好多钱,咨询价格
E8239900002485002,造影之后多久可以同房？,咨询恢复期
E8239900002485020,造影之后需要注意什么？,咨询注意事项
E8239900002504003,在药店可以买到吗,无
E8239900002524001,怎样才知道输卵管是否堵塞,咨询检查方式
E8239900002527006,子宫和输卵管可以同时造影吗,咨询检查方式
E8239900002528013,好的谢谢！我稍后加您,确定联系意愿
E8239900002535010,我想问你的是。过了排卵期。可不可以同房,无
E8239900002537035,我是问那个怎么做,无
E8239900002553001,请问能咨询性生活的问题吗,无
E8239900002568020,你是医生吗还是客服,咨询专家
E8239900002595031,有女护士吗,无
E8239900002607037,白带癌变筛查,咨询检查方式
E8239900002618036,不确定怀孕  可以先吃避孕药 是吧,咨询药物
E8239900002640019,现在最好的方法是这个吗？,咨询治疗方式
E8239900002680001,男生变成黄色怎么办,咨询治疗方式
E8239900002701032,这个能治疗吗,咨询治疗方式
E8239900002706004,今早8点半,无
E8239900002711021,你们这个医院在什么位置,咨询地址
E8239900002751001,是，能医好吗,咨询疗效
E8239900002751006,是什么病安,咨询项目介绍
E8239900002774004,男人没有精子什么办,咨询治疗方式
E8239900002782010,怎么样做啊,咨询治疗方式
E8239900002791011,好的，我找时间去谢谢,确定预约时间
E8239900002797003,请问我怀孕之前没有吃过叶酸，现在怀孕一个月了，也没吃叶酸，现在吃的是润婴美可以不？对胎儿有没有什么影响,咨询药物
E8239900002797005,那你们是？,无
E8239900002839010,怎么做碘过敏,咨询治疗方式
E8239900002877029,等一下我加你,确定联系意愿
E8239900002884000,怀孕吃什么最好,咨询食疗
E8239900002898021,这个要不要做手术,咨询手术
E8239900002902001,怎样才能把精子和卵子结合,咨询治疗方式
E8239900002906019,喔微信号,确定联系意愿
E8239900002917001,不排卵是什么原因导致的？,咨询病因
E8239900002920006,这个情况有严重嘛？,咨询危害
E8239900002960029,新都附属医院,无
E8239900002984047,你们这个医院在哪里,咨询地址
E8239900003031053,那你们医院主要是怎么治疗手法呢,咨询治疗方式
E8239900003049024,好的，空了来看下,确定预约时间
E8239900003099001,我想咨询“不孕医院排行”,咨询公司介绍
E8239900003148020,哦，你把微信给我吧,咨询微信
E8239900003149002,/1∵//1😲,无
E8239900003179004,那消炎针是否一定要打，我在吃消炎药,描述就诊史
E8239900003207018,那就不用吃消炎药了,无
E8239900003240015,你是护士,无
E8239900003240023,你微信号好多,咨询微信
E8239900003279009,大约多少钱？,咨询价格
E8239900003309006,有你们的微信,确定联系意愿
E8239900003331004,那有啥子办法解决吗,咨询治疗方式
E8239900003339003,是华西医院？,咨询公司介绍
E8239900003359009,妈富隆副作用大吗？,咨询药物
E8239900003369014,我孩子不孕不育能治好吗？,咨询疗效
E8239900003377014,我先了解做不做,无
E8239900003382001,哈喽，精液发黄，尿不尽，是什么原因呢,咨询病因
E8239900003397011,年龄不影响吗？,咨询危害
E8239900003414016,请问下你的医院在什么位置？,咨询地址
E8239900003426016,这个前列腺怎么治呢,咨询治疗方式
E8239900003436009,那现在可以同房吗,无
E8239900003440005,可以在你们医院吗？,确定预约时间
E8239900003440013,我做人流一共需要多少钱？,咨询价格
E8239900003468049,可以用语音。,咨询电话
E8239900003480005,多久才能好,咨询恢复期
E8239900003484011,我得过腹腔结核，对那个影响吗,咨询危害
E8239900003495005,还会不因为其他原因,咨询病因
E8239900003505011,那为什么会一直冒汗呢。做爱之后,咨询病因
E8239900003517018,我先加你微信嘛，到时候我把报告拿了，我就拍给你看一下。,咨询微信
E8239900003526005,电话方便可以聊聊？,咨询电话
E8239900003553001,我15号动的手术好久又发抱娃儿啊,描述就诊史
E8239900003555004,做完复通术后多久可以上班,咨询恢复期
E8239900003578003,这个应该怎么治疗呢,咨询治疗方式
E8239900003598006,子宫内膜薄会导致不孕吗,咨询危害
E8239900003629014,成都第二医院,无
E8239900003633018,就像问问一般情况需不需要做理疗,咨询治疗方式
E8239900003645008,需要注意什么,咨询注意事项
E8239900003652003,请问孕酮低是什么原因,咨询病因
E8239900003663007,昆明送子鸟医院你们是不是一家,咨询公司介绍
E8239900003691034,我想知道 有没有药调整一下月经的少 和发黑的,咨询药物
E8239900003724007,5月16号,无
E8239900003724037,才300多,无
E8239900003742013,好的，马上加您微信,确定联系意愿
E8239900003743015,四川石油医院,无
E8239900003761007,你们在什么位置呢，怎么挂号收费呢？,咨询价格
E8239900003761010,地铁坐几号线,咨询路线
E8239900003764010,吃中药可以好吗,咨询药物
E8239900003779016,以前有个医生说可以吃红花还是什么,咨询食疗
E8239900003807001,男的有支原体感染，是不孕吗,咨询项目介绍
E8239900003828012,现在吃避孕药可以吗,咨询药物
E8239900003833002,一般是什么问题呀？,咨询病因
E8239900003836001,做引产大概多少钱呢,咨询价格
E8239900003915001,t “! xt,无
E8239900003942027,就这上面联系吧谢谢,确定联系意愿
E8239900003982011,阿于伍支,无
E8239900004028020,我听别人说做了还是会长，算了,咨询疗效
E8239900004099017,我加吉,无
E8239900004105030,我家住在農村不遠要兩元的車才能到家,无
E8239900004108017,成都妇幼保健院,无
E8239900004143001,已添加微信,确定联系意愿
E8239900004144003,自然流产今天后老公忍不住要做爱，以后还敢生小孩吗 ？,咨询危害
E8239900004155001,炔䧳醇环丙孕酮片漏服了一天的怎么办？,咨询治疗方式
E8239900004159042,那我还是直接去医院吧，你们的具体位置在哪,咨询地址
E8239900004175019,我一会给你发过去,确定联系意愿
E8239900004189016,药流费用总共多少？,咨询价格
E8239900004205008,必须要做爱吗,无
E8239900004211013,上医院怎样？,咨询公司介绍
E8239900004231001,请问孕酮低吃什么药,咨询药物
E8239900004233040,加了啊,确定联系意愿
E8239900004278021,请问医生这种怎么治疗比较好,咨询治疗方式
E8239900004304008,31，还没生育，已婚3年。手术能治好吗？,咨询疗效
E8239900004314004,我的内膜才0.2咋子才增加内膜厚度,咨询治疗方式
E8239900004317010,四川木里的,无
E8239900004350001,请问做完宫腔镜，几天之后我喝酒吃辣了,咨询恢复期
E8239900004356001,40岁生孩子有些什么风险呢,咨询危害
E8239900004406022,同意一下,确定联系意愿
E8239900004476001,请问孕酮低是什么,咨询病因
E8239900004483001,做输卵管造影后多久可以怀孕，对胎儿发育有影响吗？,咨询恢复期
E8239900004502013,胃会微微刺痛吗？,无
E8239900004505020,你们没有收费标准吗？,咨询价格
E8239900004512001,取环后多久才能做爱,咨询恢复期
E8239900004517010,吃避孕药会有影响吗,咨询药物
E8239900004535002,结扎，恢复，需要多少钱,咨询价格
E8239900004549014,要上班   我看空了过来嘛,确定预约时间
E8239900004566011,我家属的，她忙完了加,确定联系意愿
E8239900004604010,会严重吗,咨询危害
E8239900004628005,我们县城里做不了，我想去你们医院做,确定预约时间
E8239900004630016,可以寄药吗？,无
E8239900004692033,想问弄通要多少钱，我们能否承受，怀上的几率大不大,咨询价格
E8239900004708008,大概一共多少钱,咨询价格
E8239900004715005,怎样补啦,咨询食疗
E8239900004733036,项目有哪些,咨询项目介绍
E8239900004769004,请问我这严重吗,咨询危害
E8239900004811004,隐睾有办法吗？,咨询治疗方式
E8239900004816001,农7472p857,无
E8239900004821024,不知道是不是你微信,咨询微信
E8239900004829013,我说邹丽娜医生才40岁，不是看不孕不育的医生都是比叫老了吗？,咨询专家
E8239900004873001,请问医生手术后伤口需要贴创可贴多久啊,无
E8239900004880002,吃什么东西容易流产,咨询食疗
E8239900004926001,取环大概要多少钱,咨询价格
E8239900004932004,小心丿066659.36,无
E8239900004932005,696333339书!,无
E8239900004936003,请问试管婴儿大概多少钱,咨询价格
E8239900004955017,不一定是女的原因，我会不会有啥问题,咨询病因
E8239900004968002,输卵管不痛比较严重疏通不到,描述症状
E8239900004985004,单胎和双胎的费用一样吗,咨询价格
E8239900005006003,疏通输卵管要多少钱,咨询价格
E8239900005041001,宫外孕做腹腔微创手术要多少钱,咨询价格
E8239900005041019,等会儿我去拿报告单,确定预约时间
E8239900005067001,霉菌性阴炎严重吗,咨询危害
E8239900005091025,哦，费用是多少呢？需要住多久医院,咨询价格
E8239900005128020,我痛经不怎么痛,描述症状
E8239900005135006,红花会不会导致流产,咨询危害
E8239900005144022,检查后几天能同房,咨询恢复期
E8239900005149002,怎样刷精液,无
E8239900005197004,请问怀孕初期黄酮低怎么调，谢谢,咨询治疗方式
E8239900005217039,好的。是成都丽人女人医院嘛,咨询公司介绍
E8239900005219004,这种情况小孩生下来会不会成傻子,无
E8239900005224021,1620333825  我老公的,确定联系意愿
E8239900005288018,你们哪里治疗需要多少钱的费用,咨询价格
E8239900005368001,排卵期感冒了，吃了氨酚黄那敏，和999感冒灵，后来发现怀孕了，对孩子有影响吗？,咨询药物
E8239900005384010,需要治疗吗,咨询治疗方式
E8239900005428001,做了一两次。会有嘛？,无
E8239900005430007,请问下可以通过药物治疗,咨询药物
E8239900005459006,全刮会导致内膜癌细胞扩散吗?,咨询副作用
E8239900005547005,最后服用的是什么药,咨询药物
E8239900005566001,打了胎多久才能产卵怀孕,咨询恢复期
E8239900005571018,好得，我稍后加你,确定联系意愿
E8239900005590021,好的👌麻烦你了！谢谢哈！,无
E8239900005654018,可是我要5天后才能去检查，，医生现在有什么办法帮我控制这几天呢,咨询治疗方式
E8239900005654022,这边没有医院,无
E8239900005659004,做试管婴儿移植手术费多少钱呀,咨询价格
E8239900005664001,杳见挖空细胞是啥意思安？,咨询项目介绍
E8239900005683015,新都大医院,无
E8239900005688011,每次都是清宫就好了不知有没有更好的办法让她不在复发,咨询治疗方式
E8239900005732019,要么20几号要么几号 要么10几号,无
E8239900005759001,住院需要预约吗,确定预约时间
E8239900005771024,做了这个复通手术，大概多久才能备孕？,咨询恢复期
E8239900005777009,这怎么个取精方法,无
E8239900005781003,精子少要吃什么蔬菜补充精多,咨询食疗
E8239900005793038,手术  麻醉  药钱 一共多少？,咨询价格
E8239900005867001,电话沟通可以吗？,咨询电话
E8239900005879001,请问一下取环后多久可以怀孕,咨询恢复期
E8239900005926005,4.6.3.7,无
E8239900005937024,微信是你私人的吗？,无
E8239900005955006,如果做手术能不能恢复？,咨询疗效
E8239900006029018,所以应该怎么办呢,咨询治疗方式
E8239900006062006,营养不良吃些什么,咨询食疗
E8239900006071033,在这里说可以吗,无
E8239900006073004,你们是试管婴儿医院吗,咨询公司介绍
E8239900006073007,要好多钱做个试管婴儿,咨询价格
E8239900006073021,这里发个地址给我也行啊,咨询地址
E8239900006089027,你们医院是那里,咨询地址
E8239900006109001,做复通手术大概多少钱多少时间呢？,咨询价格
E8239900006134004,通水术需要多少费用,咨询价格
E8239900006165001,三度糜烂严重吗？,咨询危害
E8239900006193021,我晚上发给你,确定联系意愿
E8239900006206001,一般的药物流产大概多少钱啊？？,咨询价格
E8239900006251016,是，过几天就去,确定预约时间
E8239900006266001,尿路感染配的妇科千金片和那个头孢地尼分散片可以吗,咨询药物
E8239900006271006,加微信，我发给你,咨询微信
E8239900006311003,压力大会导致卵巢早衰吗？,咨询危害
E8239900006317003,我想把他给困起来,无
E8239900006317011,我就想做这个小手术,咨询手术
E8239900006317013,输卵管结扎手术 要多少钱,咨询价格
E8239900006339001,男性抗精子抗体阳性怎么治疗男性抗精子抗体怎么治疗男性抗精子抗体阳性怎么治疗,咨询治疗方式
E8239900006385009,通过什么药物治疗呢,咨询药物
E8239900006424002,盆腔积液会导致不孕吗,咨询危害
E8239900006487022,我做不了手术。,咨询治疗方式
E8239900006524015,家是威远的，现在在成都,无
E8239900006539001,做人工授精多少钱,咨询价格
E8239900006552014,一共？,无
E8239900006592013,加我 我发给你看,确定联系意愿
E8239900006609004,请问需要多少钱,咨询价格
E8239900006621005,你是医生还是客服啊,咨询专家
E8239900006740029,我们在藏区，有点远，害怕时间不够，到时候白跑一趟，等下次时间充足是可以再来,确定预约时间
E8239900006762001,我想问下取环后多久可以怀孕,咨询恢复期
E8239900006797025,这是你的微信吗,咨询微信
E8239900006839021,那明天去做流产手术来得及吧,确定预约时间
E8239900006858011,请问   这是什么状态   为什么早射,咨询病因
E8239900006862006,双流县第一人民医院,无
E8239900006862014,残留物。,无
E8239900006998009,像我这种不做手术行吗？,咨询治疗方式
E8239900007008001,宫外孕手术费,咨询价格
E8239900007014001,试管婴儿有后遗症不？,咨询副作用
E8239900007028001,达英35有什么副作用？,咨询药物
E8239900007038001,取环好久可以怀孕,咨询恢复期
E8239900007115018,我想问一下怎样才能把卵子质量提高,咨询治疗方式
E8239900007209025,这个哪里买,无
E8239900007224008,住一两天,无
E8239900007240040,那里多待一天,无
E8239900007243003,我问过店里的医生,描述就诊史
E8239900007243006,这个病情严重吗,咨询危害
E8239900007243011,如果是输卵管炎，对生育有影响吗？,咨询危害
E8239900007276016,医生哪里,咨询专家
E8239900007293002,取环多久能怀孕,咨询危害
E8239900007315001,带环多少钱,咨询价格
E8239900007332021,星期六可以可以做手术吗,确定预约时间
E8239900007375010,要一段时间去了,无
E8239900007406024,有效果,无
E8239900007445016,那如果严重呢,咨询危害
E8239900007455001,卵巢囊性占位严重吗,咨询危害
E8239900007461001,我想咨询一下13660658263,确定联系意愿
E8239900007483012,我就是怕出问题了娃娃,咨询危害
E8239900007492050,你们的医院地址在哪里？,咨询地址
E8239900007516019,你们医院在瑞城名人对面么,咨询地址
E8239900007555013,如果打了,无
E8239900007575011,6月7号,无
E8239900007662004,我想问下你们那儿能治这个嘛？,咨询治疗方式
E8239900007662009,所以我想你们挺出名的，能治疗的话就一起了,确定预约时间
E8239900007663022,你把你的微信号给我我加你,咨询微信
E8239900007860012,不管哪种都能接好吗,无
E8239900007869001,取环后多久可以同房过夜,咨询恢复期
E8239900007894001,电话联系可以不,咨询电话
E8239900007933030,线机症可怕不？？,咨询危害
E8239900007961011,请问此病容易治吗,咨询疗效
E8239900007979001,女人取环多久可以怀孕,咨询恢复期
E8239900008019021,你是哪个医院的医生吗？,咨询公司介绍
E8239900008051003,现在德阳那个医院做输卵管造影最好呢,咨询公司介绍
E8239900008083021,我在外面过几天在回家,无
E8239900008094023,你发口口吧，我加,咨询QQ
E8239900008096012,今天没时间,无
E8239900008126001,做完人流后，有一个黄色口袋的冲剂是什么药,咨询药物
E8239900008153015,就是，那个是不是月经来完以后两三天，空腹？,咨询检查最佳时间
E8239900008198005,有啥子后果,咨询危害
E8239900008201009,避孕药不能吃多了呀,无
E8239900008257047,黄体酮是以前没有,无
E8239900008259003,引产后3个月可以同房嘛,咨询恢复期
E8239900008263001,這個問題嚴重嗎？,咨询危害
E8239900008297001,可以加个微信吗怎么回答,咨询微信
E8239900008316034,你叫那位医生呢，到时好连系,咨询专家
E8239900008387016,你们医院在开展没有呢,无
E8239900008395012,我想问一下做了输卵管造影以后要几天以后才干净,咨询恢复期
E8239900008441012,妇女儿童医院,无
E8239900008463009,想请问一下打促排卵针有效果吗,咨询疗效
E8239900008468012,好的，那我有时间去做一下检查。,确定预约时间
E8239900008473004,破腹产生了两个娃做了节育手术还想再生可以吗,描述就诊史
E8239900008486001,人工受精女方受罪吗,咨询疼痛程度
E8239900008609001,生了一胎几年后输卵管会堵吗,咨询危害
E8239900008614001,人流后两个月月经期延长什么情况,咨询病因
E8239900008754018,好的，我现在去登陆,无
E8239900008818002,增加精子活率的药,咨询药物
E8239900008836006,我主要是担心自己有高原反应,无
E8239900008840001,子宫后位的坏处,咨询危害
E8239900008954008,想要提高，吃什么,咨询食疗
E8239900008983003,电话: 您好，我的电话是18583975888， 请您尽快和我联系。,确定联系意愿
E8239900009005001,你们在成都么,咨询地址
E8239900009006013,激素是指什么,无
E8239900009048016,就是，我加你微信可以吗,咨询微信
E8239900009060003,好久呢,无
E8239900009099001,45岁生二胎有那些风险,咨询危害
E8239900009144008,一般预约几天可以看病,确定预约时间
E8239900009144024,在，等几天来的时候带来,确定预约时间
E8239900009167015,这样，我咨询一下再给你联系好吗,确定联系意愿
E8239900009167035,没事这上面有你的电话号码到时候我给你打电话预约好吗,咨询电话
E8239900009182011,那现在可以同房、吃辣吗？？,咨询食疗
E8239900009229017,黄体功能是什么意思？,咨询项目介绍
E8239900009311018,先加QQ吧,确定联系意愿
E8239900009328014,冒昧问一下，你是接待还是医生？,咨询专家
E8239900009370027,我现在没有在成都,无
E8239900009375005,也就是4号左右吗,无
E8239900009412001,就是外阴瘙痒，白带异常请问严重吗,咨询危害
E8239900009419004,一朋友说他在住院。。我问一下,无
E8239900009452022,是产科吗,咨询公司介绍
E8239900009469001,结核已经侵犯到子宫了的情况下可以治疗吗,咨询治疗方式
E8239900009469008,成都生殖专科医院怎么样,咨询公司介绍
E8239900009522013,我的环已经安了10多年了，会很痛哇,描述就诊史
E8239900009554001,附睾炎导致输精管堵塞能治吗？,咨询治疗方式
E8239900009574005,你告诉我吃什么药,咨询药物
E8239900009608014,说没得事的，以后还会有的,无
E8239900009618008,我想知道，如果我得了的话，会不会做手术啊？,咨询治疗方式
E8239900009664011,没有保证那做了有什么意义呢,无
E8239900009798010,我就是说想问一下，要是同房的话，会不会,无
E8239900009830004,手术过后会有什么后遗症嘛？,咨询副作用
E8239900009862007,需要多久时间拿的到报告,无
E8239900009866002,电话: 您好，我的电话是18708176326， 请您尽快和我联系。,确定联系意愿
E8239900009910005,六月30号,无
E8239900009938022,会不会是输精管堵了,咨询病因
E8239900009969015,这里可以看男女吗？,咨询公司介绍
E8239900009973021,这周去检查,确定预约时间
E8239900009975036,从新繁怎么坐车过去,咨询路线
E8239900010021018,好！哪我到时候去在看看,确定预约时间
E8239900010071007,我想问一下，你们是哪里的医院？,咨询公司介绍
E8239900010074001,请问佳和园社区医院在什么位置,咨询地址
E8239900010078020,月经前同房不影响哈,咨询危害
E8239900010089017,就是这两天，今天准备出院,描述就诊史
E8239900010127007,是一家不,无
E8239900010155001,39岁怀孕风险大不,咨询危害
E8239900010186015,还痛经,描述症状
E8239900010206009,这种情况常见吗？,无
E8239900010227008,这样成都,无
E8239900010232014,生殖健康研究医院,无
E8239900010256001,做了有什么影响或伤害？,咨询副作用
E8239900010272007,好的、  你是主治医生吗,咨询专家
E8239900010327008,电话里说把,确定联系意愿
E8239900010332004,方便加微信吗,咨询微信
E8239900010350010,明天几点上班，？,咨询上班时间
E8239900010368016,要不你加我的微信，我给你说的号码，我加不来。,确定联系意愿
E8239900010386006,为什么？不取有什么坏处？,咨询危害
E8239900010399014,现在吃的是散结镇痛胶囊，我想吃中药调可以吗,咨询药物
E8239900010580009,省第四人民医院,无
E8239900010646001,输卵管造影后多久可以要小孩？,咨询恢复期
E8239900010663017,同房了会导致子宫内膜异位嘛,咨询危害
E8239900010762010,4个月后不行吗？！,无
E8239900010802003,备孕前吃板蓝根可以吗,咨询注意事项
E8239900010814003,破处痛吗？,无
E8239900010852001,结扎了可以解除吗？,咨询手术
E8239900010854013,我这个年龄再要孩子有没有风险,咨询危害
E8239900010943018,你们医院具体地址在哪儿呀,咨询地址
E8239900010961007,医生建议手术，说怕到时候破了麻烦,描述就诊史
E8239900011022021,你们是送子鸟医院？,咨询公司介绍
E8239900011068001,我的内膜厚约0.81cm吃什么药,咨询药物
E8239900011141041,祥细地址,咨询地址
E8239900011141043,没有，就是刚刚读书毕业了，才想来看看,无
E8239900011151008,请问医生贵姓，,咨询专家
E8239900011153004,是什么病情,咨询项目介绍
E8239900011157001,你好，摘环后多久可以同房,咨询恢复期
E8239900011177024,你们你们医院在那里,咨询地址
E8239900011231017,一般吃中药还是西药,咨询药物
E8239900011234014,在那个位置,咨询地址
E8239900011258006,是在重庆吗,咨询地址
E8239900011290004,哦 是私立医院吗,咨询公立私立
E8239900011514007,肾虚咋可能嘛，我可是铁肾,无
E8239900011531041,30分钟到,确定预约时间
E8239900011531046,找你吗？,无
E8239900011535004,不知道对身体有什么危害,咨询危害
E8239900011571003,只是想知道具体时间,无
E8239900011661007,你们医院是成都的吗,咨询地址
